ecoregion,month,occurrences,area,density,norm_occurrences
12,5,2,17.1336393373,0.11672943270411863,0.010810741280151618
12,6,2,17.1336393373,0.11672943270411863,0.015696829614339002
12,7,2,17.1336393373,0.11672943270411863,0.02930453578196278
16,4,2,7.95875071444,0.25129572112006093,8.022363516064686e-05
16,5,2980,7.95875071444,374.4306244688908,0.022602438504339448
16,6,3197,7.95875071444,401.6962102104174,0.035207739202788906
16,7,1776,7.95875071444,223.1506003546141,0.036514164323268865
16,8,455,7.95875071444,57.169776554813865,0.0277150666740861
16,9,142,7.95875071444,17.841996199524328,0.003633169727623303
22,10,3,3.34621568033,0.8965351569042147,0.16316164026234942
32,4,96,16.6378035498,5.769992397894011,0.005896264819222792
32,5,2869,16.6378035498,172.43862697456166,0.03331984609105048
32,6,1942,16.6378035498,116.7221378823976,0.03274749873807925
32,7,857,16.6378035498,51.50920296869966,0.02697942144812687
32,8,181,16.6378035498,10.878839833529334,0.01688171297697894
32,9,519,16.6378035498,31.194021401114497,0.020332842966921276
32,10,52,16.6378035498,3.125412548859256,0.00911461587714782
33,4,51,18.6748836532,2.7309407087663966,0.011992160813655757
33,5,809,18.6748836532,43.3202163410199,0.03597016913601564
33,6,382,18.6748836532,20.45528138723066,0.02466117649162309
33,7,153,18.6748836532,8.19282212629919,0.018440163232950724
33,8,63,18.6748836532,3.3735149931820194,0.022495725635598263
33,9,229,18.6748836532,12.262459260931468,0.034346916234661164
33,10,15,18.6748836532,0.8032178555195284,0.010065788617830019
34,4,268,16.4336202383,16.308031712659538,0.043112792505053545
34,5,685,16.4336202383,41.68284225064098,0.02083668479714085
34,8,23,16.4336202383,1.3995698857879453,0.005618642312460231
34,9,680,16.4336202383,41.3785879276436,0.06977587214839409
34,10,121,16.4336202383,7.362954616536582,0.055550248935690154
36,10,2,5.58756452327,0.357937701062921,0.16316164026234942
38,1,2,19.521012001,0.10245370475145174,7.372156878398961
38,11,3,19.521012001,0.1536805571271776,0.0282023642291559
49,4,6,1.51440720922,3.961946274074011,0.00175402034158399
49,5,784,1.51440720922,517.6943131456708,0.04333772691415054
49,6,73,1.51440720922,48.20367966790047,0.005859079571166714
49,7,30,1.51440720922,19.809731370370052,0.004495217322287935
49,8,49,1.51440720922,32.35589457160442,0.0217526235875755
49,9,402,1.51440720922,265.4504003629587,0.07496083736709006
49,10,25,1.51440720922,16.508109475308377,0.02085703947838652
56,4,225,1.92869111176,116.65942702182072,0.10353207161376038
56,5,227,1.92869111176,117.69639970645913,0.019750811030940986
56,9,11,1.92869111176,5.703349765511235,0.003228568997241471
56,10,34,1.92869111176,17.62853563885291,0.04464785327098496
66,5,3,0.239735268467,12.51380332640942,0.012972889536181944
66,9,2,0.239735268467,8.342535550939614,0.029174523484163845
73,5,29,8.06696551756,3.594908139482363,0.008589356085599915
73,6,83,8.06696551756,10.288875019897798,0.035694160492880475
73,7,29,8.06696551756,3.594908139482363,0.023283055826764945
73,8,5,8.06696551756,0.6198117481866143,0.011893183310591818
81,5,24,14.6539855788,1.637779692831207,0.006739163395419191
81,6,83,14.6539855788,5.6639881043745905,0.03383991838935422
81,7,44,14.6539855788,3.0025961035238793,0.03349089803652889
81,8,3,14.6539855788,0.20472246160390087,0.006765213363687294
93,5,138,40.6774120892,3.3925462046942636,0.008765465902825637
93,6,510,40.6774120892,12.5376707564788,0.04703515336846588
93,7,178,40.6774120892,4.375892930692601,0.030647516857751907
93,8,22,40.6774120892,0.5408406992990855,0.011222357459935642
93,9,3,40.6774120892,0.0737510044498753,0.0006427994304677698
111,10,3,2.60288959245,1.1525652139460187,0.16316164026234942
113,11,2,0.00791390618352,252.71970043880742,0.023501970190963246
117,9,4,7.49578161281,0.5336334763494384,0.04862420580693973
117,10,2,7.49578161281,0.2668167381747192,0.10877442684156628
124,5,8,28.0459889635,0.28524578007969237,0.010810741280151618
131,5,8,19.868732006,0.402642705009265,0.002789868717458482
131,6,55,19.868732006,2.768168596938697,0.02784921383189178
131,7,30,19.868732006,1.509910143784744,0.028359228176093015
133,5,230,33.9438946367,6.775887165031585,0.00808345414315628
133,6,800,33.9438946367,23.56830318271856,0.040824004198540965
133,7,450,33.9438946367,13.257170540279189,0.042870744804561926
133,8,52,33.9438946367,1.5319397068767062,0.01467702335728431
133,9,6,33.9438946367,0.17676227387038917,0.0007113424126502886
138,4,63,24.1736924333,2.6061388914345405,0.0037925940734204367
138,5,5016,24.1736924333,207.49829649897865,0.05709788625581883
138,6,387,24.1736924333,16.009138904526463,0.00639631639970583
138,7,209,24.1736924333,8.645762354124109,0.0064489374020775475
138,8,164,24.1736924333,6.78423457452801,0.014992423799049888
138,9,789,24.1736924333,32.63878706891829,0.030296873721990986
138,10,20,24.1736924333,0.827345679820489,0.003436015288316624
149,5,288,36.7793240461,7.830486488523133,0.037969432788825204
149,6,31,36.7793240461,0.8428648650840872,0.005934167293225722
149,7,9,36.7793240461,0.2447027027663479,0.003216351488264208
149,8,40,36.7793240461,1.087567567850435,0.042351335691375745
149,9,42,36.7793240461,1.1419459462429569,0.01867881076730002
152,1,17,161.003728408,0.10558761693344301,10.272677617441175
152,2,17,161.003728408,0.10558761693344301,12.768918800226016
152,11,14,161.003728408,0.08695450806283542,0.021575579191703966
152,12,13,161.003728408,0.08074347177263289,5.094269648633386
172,5,5,28.7327900993,0.17401721109297394,0.007050483443577142
172,6,15,28.7327900993,0.5220516332789218,0.030711188375880657
172,7,3,28.7327900993,0.10441032665578437,0.011466992262507174
173,5,13,15.113153628,0.8601778503670485,0.0036268293326960264
173,6,43,15.113153628,2.8452036589063914,0.017418417378492312
173,7,94,15.113153628,6.219747533423274,0.07108713196140648
173,8,5,15.113153628,0.33083763475655714,0.011202611376428423
181,10,36,1.17853103294,30.546501529275208,0.16316164026234942
182,11,3,5.52529219317,0.5429577106724602,0.023501970190963246
184,10,2,0.879716741951,2.2734590631576266,0.16316164026234942
189,4,2,8.56895647834,0.2334006486152028,0.0457381685262568
189,5,3,8.56895647834,0.3501009729228042,0.012972889536181942
190,4,3,0.282603984934,10.615561562943377,0.07350777084576986
190,5,2,0.282603984934,7.077041041962252,0.009266349668701388
190,9,2,0.282603984934,7.077041041962252,0.03125841801874697
191,5,8,5.7372718021,1.3943909711706144,0.01365567319598099
191,9,4,5.7372718021,0.6971954855853072,0.023032518540129346
191,10,7,5.7372718021,1.2200920997742875,0.18033654976364935
194,4,4,0.494292598757,8.092372837584094,0.057172710657821
212,4,15,5.26323578921,2.8499578207670355,0.06352523406424557
212,5,12,5.26323578921,2.279966256613628,0.009609547804579215
223,5,514,59.0300611024,8.707427883368771,0.015705825375912752
223,6,692,59.0300611024,11.722840652317489,0.030701543507977925
223,7,443,59.0300611024,7.504650880024057,0.03669279070494491
223,8,97,59.0300611024,1.6432305538653127,0.023803174398615224
223,9,23,59.0300611024,0.38963198699899165,0.002370739259948305
225,5,27,5.89132822837,4.58300725292814,0.004560781477563964
225,6,138,5.89132822837,23.424259292743827,0.03384628885591848
225,7,27,5.89132822837,4.58300725292814,0.012362851033015546
228,5,2464,37.7232269012,65.31784797873743,0.016482004649454627
228,6,4367,37.7232269012,115.76422164088733,0.04241397644167377
228,7,2265,37.7232269012,60.042583470714405,0.04106926279023143
228,8,456,37.7232269012,12.088043294766344,0.024496253648116764
228,9,137,37.7232269012,3.6317147618048002,0.0030913501990283945
228,10,8,37.7232269012,0.21207093499590077,0.000807647595399894
230,4,11,14.7117410863,0.7477021200599784,0.00022348962943711124
230,5,8180,14.7117410863,556.0184856446022,0.03142568005388779
230,6,6543,14.7117410863,444.74681559567625,0.03649763900732768
230,7,3439,14.7117410863,233.75887189875144,0.035813183565803125
230,8,923,14.7117410863,62.73900516503274,0.028477284942585862
230,9,597,14.7117410863,40.579833243255194,0.007736847245933641
230,10,5,14.7117410863,0.33986460002726293,0.00028991051930054977
242,4,2,7.05160838864,0.2836232373910553,0.057172710657821
259,4,42,1.78860361144,23.482005588810097,0.03169972076077204
259,5,53,1.78860361144,29.632054671593693,0.007563950994693542
259,9,130,1.78860361144,72.68239825107887,0.06258561143467489
259,10,78,1.78860361144,43.60943895064732,0.16800802561667663
268,5,15,13.9254787126,1.0771622512644936,0.006401096810616089
268,6,41,13.9254787126,2.9442434867896163,0.025404079507417073
268,7,20,13.9254787126,1.4362163350193249,0.02313515982786535
284,10,28,2.60459330079,10.750238815214379,0.16316164026234942
296,5,173,4.24881918977,40.71719512483302,0.015822827761981642
296,6,249,4.24881918977,58.60451783863249,0.03306692532969892
296,7,152,4.24881918977,35.77464542759895,0.03768434381436837
296,8,14,4.24881918977,3.295033131489377,0.010283276940291741
296,9,3,4.24881918977,0.706078528176295,0.0009255876739899695
334,4,77,12.5136613311,6.153275045780019,0.037842109346580666
334,5,506,12.5136613311,40.435807443697264,0.0470220781182526
334,6,2,12.5136613311,0.15982532586441606,0.0002698595349170029
334,8,11,12.5136613311,0.8790392922542883,0.008209363494331143
334,9,97,12.5136613311,7.75152830442418,0.03040754417582979
334,10,5,12.5136613311,0.39956331466104017,0.007012677948238514
341,4,4,4.81635017953,0.830504396669583,0.006930025534281334
341,9,7,4.81635017953,1.4533826941717702,0.007735669105649503
341,10,88,4.81635017953,18.271096726730825,0.43509770736626513
348,3,8,21.8205070922,0.3666275933092176,4.899170106415832
379,4,5,5.61788226127,0.8900150924255363,0.057172710657821
381,4,2,1.3951065354,1.4335822743648512,0.057172710657821
385,2,3,30.7487673686,0.09756488655423429,11.454471276673337
405,10,11,8.54041336665,1.287993862563444,0.22434725536073047
405,11,5,8.54041336665,0.5854517557106563,0.01468873136935203
414,4,3,2.48138888948,1.2090003355454213,0.032159649745024305
414,10,10,2.48138888948,4.030001118484738,0.30592807549190515
414,11,3,2.48138888948,1.2090003355454213,0.013219858232416823
422,1,4,34.0402619296,0.11750790896593442,8.506334859691108
422,2,2,34.0402619296,0.05875395448296721,5.286679050772309
422,3,7,34.0402619296,0.20563884069038524,7.914044018056345
431,4,13,2.27990729329,5.70198623350183,0.07688743847086271
431,9,5,2.27990729329,2.193071628269935,0.01886283845958869
431,10,11,2.27990729329,4.824757582193857,0.18566669409163897
433,5,67,79.5167709891,0.8425895464138531,0.008597266062553809
433,6,186,79.5167709891,2.339129188551891,0.034654128288036254
433,7,67,79.5167709891,0.8425895464138531,0.0233044972984155
433,8,17,79.5167709891,0.21379137744829108,0.017518623725156612
435,4,31,7.82104951821,3.963662412291561,0.008759575109023646
435,5,648,7.82104951821,82.85333042467522,0.034622868284373554
435,6,3,7.82104951821,0.3835802334475704,0.00023273717714835423
435,8,27,7.82104951821,3.4522221010281338,0.011585567201899408
435,9,448,7.82104951821,57.28131486150385,0.08074662183425906
435,10,57,7.82104951821,7.288024435503838,0.0459648113424411
436,5,55,104.502835225,0.5263015102086194,0.007526465448206824
436,6,175,104.502835225,1.6745957143001524,0.03477145800644715
436,7,82,104.502835225,0.7846677061292142,0.03041736625469554
436,8,4,104.502835225,0.03827647346971777,0.0043959614261934316
441,4,193,11.2407351417,17.16969553744076,0.1149409703849943
441,5,93,11.2407351417,8.273480233067309,0.01047290561514688
441,9,2,11.2407351417,0.177924306087469,0.0007597532157334332
446,5,64,11.7751505856,5.435174653160403,0.006026894093464317
446,6,330,11.7751505856,28.025119305358327,0.04512154854296054
446,7,160,11.7751505856,13.587936632901007,0.04084255858113279
446,8,15,11.7751505856,1.2738690593344695,0.011344107774475644
446,9,5,11.7751505856,0.4246230197781565,0.0015883342489200695
447,10,2,5.42230254843,0.368846994821248,0.16316164026234942
463,5,2,6.43184011604,0.31095300317125635,0.010810741280151618
464,10,4,16.3412862422,0.2447787732687979,0.16316164026234942
471,4,5,38.5098998447,0.1298367438025974,8.529239474121883e-05
471,5,7956,38.5098998447,206.596226738693,0.0256626658443461
471,6,8972,38.5098998447,232.9790530793808,0.04201967891815978
471,7,4937,38.5098998447,128.2008008306847,0.04316676408033978
471,8,1130,38.5098998447,29.343104099387016,0.02927190161985863
471,9,453,38.5098998447,11.763208988515325,0.004929053214285597
471,10,8,38.5098998447,0.20773879008415586,0.0003894570501978418
499,4,139,7.87617951101,17.648150325382232,0.002370118336247277
499,5,15498,7.87617951101,1967.7052787249916,0.04996864549948995
499,6,4954,7.87617951101,628.985156201033,0.02319179657304964
499,7,2138,7.87617951101,271.4514057242245,0.01868568371662285
499,8,1126,7.87617951101,142.96271414662152,0.029155856897227148
499,9,2851,7.87617951101,361.9775293357176,0.031008263664386786
499,10,116,7.87617951101,14.727952789527619,0.005644721225896969
499,12,2,7.87617951101,0.25393022050909686,0.003564551246491507
513,5,114,86.1689626613,1.3229821559776,0.013816418227996464
513,6,217,86.1689626613,2.518308139009993,0.03818623347882919
513,7,82,86.1689626613,0.9516187437733615,0.026939147243508387
513,8,29,86.1689626613,0.33654809231009125,0.028226310614935968
513,9,4,86.1689626613,0.04642042652552983,0.001635343244628018
515,5,202,10.1612193165,19.879503995351048,0.019744753513477643
515,6,216,10.1612193165,21.257291400969436,0.030655652773030968
515,7,114,10.1612193165,11.219126017178313,0.030205398545603588
515,8,12,10.1612193165,1.180960633387191,0.00941991734184307
515,9,9,10.1612193165,0.8857204750403932,0.0029675713308937
535,5,82,6.65201147205,12.327098403925248,0.00677996776269547
535,6,291,6.65201147205,43.74616628710058,0.03493520013592849
535,7,125,6.65201147205,18.791308542568977,0.028015808586962503
535,8,25,6.65201147205,3.7582617085137953,0.016600427947862387
541,4,3,10.7946368181,0.2779157882338129,0.009147633705251361
541,5,61,10.7946368181,5.650954360754196,0.035170944964759934
541,8,2,10.7946368181,0.1852771921558753,0.009260825404514164
541,9,9,10.7946368181,0.8337473647014387,0.017504714090498304
542,5,9,6.86644208301,1.3107224806088695,0.010810741280151618
546,5,84,9.86697157267,8.513250431638735,0.006853602019114988
546,6,338,9.86697157267,34.25569816540348,0.04004172384638931
546,7,101,9.86697157267,10.236170161851335,0.02233779708662823
546,8,7,9.86697157267,0.7094375359698946,0.004586729563556542
548,10,4,0.417431689472,9.582406177785664,0.16316164026234942
551,10,8,1.46410800102,5.464077782804711,0.16316164026234942
553,10,6,1.31540395908,4.561336430974732,0.16316164026234942
564,4,10,12.6253236256,0.7920589045118251,0.015557200178998913
564,5,22,12.6253236256,1.7425295899260151,0.00647173627655335
564,9,32,12.6253236256,2.5345884944378403,0.0317545833841239
564,10,83,12.6253236256,6.574088907448148,0.36850111950408165
567,4,30,14.5622613706,2.0601195952002014,0.07000740080549511
567,5,19,14.5622613706,1.3047424102934608,0.008383840176444113
574,10,3,14.1818163066,0.21153848950954512,0.16316164026234942
603,10,5,0.393949241341,12.69199042744705,0.16316164026234942
632,5,16,21.2168209749,0.7541186315767276,0.012812730406105621
632,6,20,21.2168209749,0.9426482894709095,0.02325456239161334
632,7,14,21.2168209749,0.6598538026296367,0.03038988895907251
632,8,4,21.2168209749,0.1885296578941819,0.02572451501253934
643,5,33,20.0910934704,1.6425188628293705,0.004124329043294838
643,6,184,20.0910934704,9.15828699274558,0.033389787850154645
643,7,123,20.0910934704,6.122115761454927,0.041670033539669624
643,8,6,20.0910934704,0.29863979324170375,0.00602221305206846
661,3,2,49.8974918189,0.04008217501711072,0.01800692609341603
661,4,703,49.8974918189,14.088884518514417,0.0738637199126115
661,5,1336,49.8974918189,26.77489291142996,0.026542938422677322
661,6,4,49.8974918189,0.08016435003422144,0.0001153875634553668
661,8,18,49.8974918189,0.36073957515399646,0.0028719742738467723
661,9,1344,49.8974918189,26.935221611498402,0.09007413918975236
661,10,402,49.8974918189,8.056517178439254,0.12053999887063567
674,4,75,24.5756786449,3.0517977177230122,0.0017688533853118056
674,5,13012,24.5756786449,529.4665587068245,0.05802849659740291
674,6,1774,24.5756786449,72.18518868320832,0.011487019279324755
674,7,746,24.5756786449,30.3552146322849,0.009018108660110179
674,8,468,24.5756786449,19.0432177585916,0.01676133539019042
674,9,872,24.5756786449,35.48223479805956,0.013118133902066717
674,10,22,24.5756786449,0.8951939971987503,0.0014807527020096534
675,7,2,51.0028915781,0.03921346296488756,0.02930453578196278
718,4,3,1.3393677082,2.239862870840565,0.038115140438547336
718,10,6,1.3393677082,4.47972574168113,0.21754885368313256
729,4,11,4.12360417389,2.667569324342583,0.043372401188691796
729,5,18,4.12360417389,4.365113439833317,0.013420230554670972
758,4,5,15.4816845082,0.32296227179618014,0.0005144074223711402
758,5,1830,15.4816845082,118.20419147740193,0.03560041023103913
758,6,1195,15.4816845082,77.18798295928705,0.033754236432890945
758,7,557,15.4816845082,35.97799707809447,0.029372335479144696
758,8,181,15.4816845082,11.691234239021721,0.028277954179433108
758,9,120,15.4816845082,7.751094523108323,0.00787487137747353
758,10,2,15.4816845082,0.12918490871847205,0.0005872141294788925
781,4,4,34.43451422,0.11616252154580273,0.00013844668104002667
781,5,3086,34.43451422,89.6193853725868,0.02019692115258676
781,6,4308,34.43451422,125.10703570482954,0.04093750901739831
781,7,1943,34.43451422,56.425944840873676,0.03447001091172657
781,8,423,34.43451422,12.284186653468637,0.022232848801196536
781,9,147,34.43451422,4.26897266680825,0.0032453750520926882
783,4,2943,8.34039991995,352.86077745030275,0.25555784852060637
783,5,339,8.34039991995,40.64553297847524,0.005566283860831408
783,6,2,8.34039991995,0.2397966547402669,4.7681742449389443e-05
783,9,2,8.34039991995,0.2397966547402669,0.00011077811165007534
783,10,6,8.34039991995,0.7193899642208007,0.0014868922259630873
790,5,212,49.3113559732,4.29921254072224,0.029509147872001845
790,6,14,49.3113559732,0.28391026212316683,0.0028294714326276317
790,9,7,49.3113559732,0.14195513106158342,0.0032868293624862695
796,6,20,14.5201229934,1.377398800897956,0.02690885076743829
796,7,10,14.5201229934,0.688699400448978,0.025118173527396665
796,8,5,14.5201229934,0.344349700224489,0.037208673500280114
803,4,2,4.29582393047,0.4655684293329924,0.057172710657821
804,4,6,5.96864951093,1.0052525263901977,0.057172710657821
804,5,6,5.96864951093,1.0052525263901977,0.010810741280151618
804,10,6,5.96864951093,1.0052525263901977,0.16316164026234942
827,5,9,0.610793486339,14.734931202270317,0.010810741280151618
832,5,116,4.28614398679,27.06395313771885,0.01200044008131663
832,6,234,4.28614398679,54.59452615712251,0.03514888162445289
832,7,66,4.28614398679,15.398456095598656,0.01850812786229228
832,8,2,4.28614398679,0.4666198816848078,0.0016616313524845986
833,5,159,35.9055133883,4.428289279155969,0.0073020724874431064
833,6,674,35.9055133883,18.77149040346618,0.04494334392550759
833,7,293,35.9055133883,8.160306659073578,0.03647505940575656
833,8,40,35.9055133883,1.1140350387813758,0.014752801727666997
833,9,11,35.9055133883,0.30635963566487834,0.0017041193623927476
839,9,25,5.58610676634,4.475388861280201,0.0569814911800075
839,10,7,5.58610676634,1.2531088811584563,0.07138321761477788
